document,source_id,kind,section,line,title,fingerprint,curated_specs
PRD-MAIN,RPT-VERS-004,table-row,12.7 报告,850,系统不得使旧下载链接静默返回不同报告文件,2695601c1db8f669b4117b95077b37c0602e3e119914539e95515f0d2e96d792,
PRD-MAIN,RULE-001,table-row,18. 核心业务规则,1070,AI 近似报价 BOM 不得自动转为逻辑产品 BOM、检测分解或观察结构,0d1c4025a850250fae261c4603f1792b71873c86d6445f44a1b2d6f6683c2715,
PRD-MAIN,RULE-002,table-row,18. 核心业务规则,1071,客户 BOM 不得自动成为检测分解,a69b9da57f46e6ce9aa27725c1274bba4c304dae82db1833e8fb87485ac05ce1,
PRD-MAIN,RULE-003,table-row,18. 核心业务规则,1072,观察结构只表达已观察范围，不表达未观察内部结构,9a18657fe6a15936ed89ce677ef48cded4f3c8e8db5dc2c925a41b2737b37f41,
PRD-MAIN,RULE-004,table-row,18. 核心业务规则,1073,一个物理对象可映射其实际存在的多个产品/特征节点，但每个身份映射必须说明实际身份范围、版本和证据；任务使用必须由 TestObjectAllocation 表达，代表性必须由 CoverageDecision 表达；存在身份归属多义时必须阻断,bb3ad11883c364b8ba0b841124b6cc027289e54dae143572ed548d26b6f9f17b,RULE-004@0.1.0
PRD-MAIN,RULE-005,table-row,18. 核心业务规则,1074,一个报告行必须引用一个当前采用结果；采用结果可由多个贡献输入形成，但所有“观测/运行/试样—身份—送检项/特征—范围行—要求选择快照”来源链必须完整、无循环、无未解释歧义且使用受控聚合规则,1456ad437c061bb376474437ce5574d2300ceba00311f0b4bf0e3f61fe8ca388,
PRD-MAIN,RULE-006,table-row,18. 核心业务规则,1075,复合样结果不得在无批准代表性规则时下推到来源样或单体产品,0cf659a0b7a90a444be7637fdb3fdc2cb775953daa8b0da62716de1bd56310b6,
PRD-MAIN,RULE-007,table-row,18. 核心业务规则,1076,非破坏性使用不得伪造新的派生样品,a1cd55ca6b7ffa0a487110ca99a78e00eac8c688518888d85e2e297e371aa21c,
PRD-MAIN,RULE-008,table-row,18. 核心业务规则,1077,数量守恒公式为“输入＝可计量输出＋已记录损耗±允许公差”,28cb43ccc90d98a9883532d897212af5bb79289b7609057fc91735823a3f3842,
PRD-MAIN,RULE-009,table-row,18. 核心业务规则,1078,结果出现后不得临时选择有利的复测采用规则,f140900d36b13adca8f3dc7e5d333b381f32a50d862a6b37f6a2cd87b224d539,
PRD-MAIN,RULE-010,table-row,18. 核心业务规则,1079,QC 偏差获批不等于结果可报告,058c5b657bccdd67b9777a6f0ea99b1eedc3101be8e544618bad28008ff781bc,
PRD-MAIN,RULE-011,table-row,18. 核心业务规则,1080,取消、终止、撤回或关闭不得删除已发生事实和数量消耗,301e0b87321368cb4d1dcc381729a461506969753d3415ac7912b1636b8af4a9,
PRD-MAIN,RULE-012,table-row,18. 核心业务规则,1081,报告签发不自动等同于会计收入确认,f03a90964f6b57d323b2fa6bc369a5dfdb1f6dcfbd94951373759d26c5d64b7f,
PRD-MAIN,RULE-013,table-row,18. 核心业务规则,1082,一项经济冲减只能产生一次运营应收余额影响,5a617ace9dfd679ad459807426eddc94d1c573b728e76bf7196d3978a84bba53,
PRD-MAIN,RULE-014,table-row,18. 核心业务规则,1083,争议不改变原应收余额、法定到期日或法定账龄,ba3f6181972d078f0538fd28a494f7107f7a045a3a251c7d0f320f4d329cb3b9,
PRD-MAIN,RULE-015,table-row,18. 核心业务规则,1084,税票平台 HTTP 成功不等于法定发票开具成功,2ff0148f9eead53276cc05385c01b2a09b473ba2085ea98a82e529dfd92008e4,
PRD-MAIN,RULE-016,table-row,18. 核心业务规则,1085,ERP 同步失败不得回退已经发生的业务事实,08996c136ae8cecb52e1c81111c60fd5d108a3738f2003453b1fe1f3b4c31177,
PRD-MAIN,RULE-017,table-row,18. 核心业务规则,1086,关账后的迟到外部事实必须按开放期调整规则处理，不得丢弃或回写历史快照,6e66c8fa8427af6f45c661b7704e6d9fa656d8cf988b40d707e55b8a81bfb349,
PRD-MAIN,RULE-018,table-row,18. 核心业务规则,1087,标准“最新发布版”不得自动等同“当前适用版”；必须综合实施日期、过渡期、客户指定版、认证方案和委托冻结日期,5437c26624a78f5166744c0cf76019d14e54f8b38f427419e3a127905aaa893a,
PRD-MAIN,RULE-019,table-row,18. 核心业务规则,1088,检测套餐不得自动等同法规/标准，也不得把方法版本直接当作限值或符合性规则,466062b9bbea8bd6a5bb2e98b1e1d27cd3c161a3397078e754aec8fb1c6a334d,
PRD-MAIN,RULE-020,table-row,18. 核心业务规则,1089,未经批准的 CoverageDecision，单一样品/颜色/型号/材料/配置结果不得扩展到其他对象或危险域,3cc2167d9d0bf4a7f1885bba0f3bb194f8f5770878a08e3677315c0e3da6e4b4,
PRD-MAIN,RULE-021,table-row,18. 核心业务规则,1090,同一实物在顺序性非分离试验中的状态变化不得伪造为多个独立实物；产生可独立识别碎片或试样时才建立派生谱系,d6987a5db612b21d43f7ac1642295dc897eab23d1520de32d203ec5d8ce342aa,
PRD-MAIN,RULE-022,table-row,18. 核心业务规则,1091,批次 QC 或环境超差的影响必须传播到全部关联任务和结果，不得只处理发现异常的单个结果,b41bda4b9c6afe10de51f25748462c475677db34a127de0311dd6ba7aa56c2ee,
PRD-MAIN,RULE-023,table-row,18. 核心业务规则,1092,同一产品名称或型号但受试配置、硬件/固件、零件/图纸修订、批次或关键材料不同，不得默认共享结果,4b80d8c142b4b21aeb808e8889a7f00361cb835012a5c6181038f9796148fa18,
PRD-MAIN,RULE-024,table-row,18. 核心业务规则,1093,“单项符合”和“已测试范围符合”是 LIMS 内部受控结论；全面法规评估、声明和认证/证书只保存外部或另行授权流程的权威引用，不得由 LIMS 根据一组检测结果生成或提升,ccdf3b7fd0b3e87ff0823d583707fb92a8181d030176295001895cc3a68da430,
PRD-MAIN,RULE-025,table-row,18. 核心业务规则,1094,认可资格必须按报告行、实验室地点、方法/参数/量程、时间和签字人计算，不得用机构级标记放行,4882534471acf71ad0a7a8e849dbce05e44ba637a020eb747ee4b816e29a523e,
PRD-MAIN,RULE-026,table-row,18. 核心业务规则,1095,行业包或客户配置升级只对明确生效范围起作用；历史和在制对象按批准迁移/沿用策略处理,138639c246ce3e8fe979512d64e89d518bcf416fd7ecb5ca6616e7ddc556b121,ATC-REC-006@0.1.0;ATC-REC-006@1.0.0;RULE-026@0.1.0
PRD-MAIN,SEC-AUD-001,table-row,14. 权限、职责分离与电子签名,972,系统必须对新增、修改、状态转换、批准、下载、导出、扫描、标签重印、AI 运行和接口重放生成追加式审计事件,79bb14cf6bf64595ee7888ceba58bc8d33c85449aee4f66e8672727780ee5e2d,ATC-PLT-000@0.1.0;ATC-PLT-000@1.0.0;ATC-REC-001@0.1.0;ATC-REC-001@1.0.0;ATC-REC-002@0.1.0;ATC-REC-002@1.0.0;ATC-REC-003@0.1.0;ATC-REC-003@1.0.0;SEC-AUD-001@0.1.0;SEC-AUD-001@1.0.0
PRD-MAIN,SEC-AUD-002,table-row,14. 权限、职责分离与电子签名,973,系统必须使普通管理员无法修改或删除审计日志,60aff14a66c559bcf73b2b5dda0416c1aa15ff3df256ae53af25f70acb4ab871,
PRD-MAIN,SEC-AUD-003,table-row,14. 权限、职责分离与电子签名,974,系统必须通过哈希链、WORM 或经批准等效机制检测审计完整性破坏,98d7f414cd12feccccb95bafd1defe5e83f3351f4ec16f0705b081ac1f884105,
PRD-MAIN,SEC-AUTH-001,table-row,14. 权限、职责分离与电子签名,964,系统必须先校验由部署与受信身份绑定的集团上下文，再在服务端同时校验角色、对象、客户、法人、实验室、金额和授权有效期；客户端不得自行指定或覆盖集团上下文,cf10f589589e19290348efd37262215aa95c68c54880a6fd1fd085bff84ba435,ATC-REC-001@0.1.0;ATC-REC-001@1.0.0;SEC-AUTH-001@0.1.0
PRD-MAIN,SEC-AUTH-002,table-row,14. 权限、职责分离与电子签名,965,系统必须阻止检测人员复核被禁止自审的结果,1b69329937c36da250a9a0b1a38e1e3811afd46ada5ec547e4169f8aa3498ccf,
PRD-MAIN,SEC-AUTH-003,table-row,14. 权限、职责分离与电子签名,966,系统必须阻止开票申请人与最终审批人为同一人,5e00ae7e00b22e1d5c4e90a9c6e210e2c4baee6bf82cce6a1c2aa01c7bc16fca,
PRD-MAIN,SEC-AUTH-004,table-row,14. 权限、职责分离与电子签名,967,系统必须阻止收款登记人与受限核销审批人为同一人,def48a0a1848c0b015bc760df1a8f9cf80ea789f559c8c0ed8a6dc49d0a9b7f4,
PRD-MAIN,SEC-AUTH-005,table-row,14. 权限、职责分离与电子签名,968,系统必须阻止退款账户维护人与退款最终审批或执行人为同一人,30276f305b250159de928aa92e5ea11a03dd4445736e950b2ced986dc3f094ef,
PRD-MAIN,SEC-AUTH-006,table-row,14. 权限、职责分离与电子签名,969,系统必须按累计金额执行审批限额和反拆单控制,140324f6c728a82032d75d103e151f263d32e0aaa949dbb3dfd0e8f0c4aa1cd8,
PRD-MAIN,SEC-DEPLOY-001,table-row,14. 权限、职责分离与电子签名,963,每个生产部署必须只绑定一个 OrganizationGroup；不同集团的运行环境、数据库、对象存储、密钥、队列、检索/AI 和备份恢复必须独立，禁止共享 SaaS 多租户数据平面,c16fdea96ddb5b659a3504e6a8cbb2cf6d25fa9de71dabbf7c4202155a496cc9,ATC-PLT-000@0.1.0;ATC-PLT-000@1.0.0;SEC-DEPLOY-001@0.1.0;SEC-DEPLOY-001@1.0.0
PRD-MAIN,SEC-SIGN-001,table-row,14. 权限、职责分离与电子签名,970,系统必须要求受控批准或签发时重新认证并记录签署意图,b60fb7bad706e42254348c4aa485bb60edf2476c6a13a936a223c963a87e7f92,
PRD-MAIN,SEC-SIGN-002,table-row,14. 权限、职责分离与电子签名,971,系统必须在被签内容变化后使原签名失效并触发重新审批,804dcfa0d80e05b815f7075677509d2c62eb0db0389ccd68c96934fc5aa729c0,
